@relation corpus_sms-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement

@attribute text string
@attribute classID {ham,spam}

@data
'Sorry,  in meeting Ill call you later',ham
'The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. Im nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?',ham
'I will vote for wherever my heart guides me',ham
'Oh yeah I forgot. U can only take 2 out shopping at once.',ham
'Not planned yet [EMOJI]going to join company on jan 5 only.don know what will happen after that.',ham
'Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr ull have a brand new room 2 sleep in...',ham
'How do you guys go to see movies on your side.',ham
'U 2.',ham
'Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? Ill text you',ham
'True. Its easier with her here.',ham
'Yeah do! Don‘t stand to close tho- you‘ll catch something!',ham
'Babe, Im answering you, cant you see me ? Maybe youd better reboot YM ... I got the photo ... Its great !',ham
'That seems unnecessarily hostile',ham
'Guai... Ü shd haf seen him when hes naughty... Ü so free today? Can go jogging...',ham
'haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons',ham
'We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!',ham
'I will send them to your email. Do you mind  &lt;#&gt;  times per night?',ham
'Yep. I do like the pink furniture tho.',ham
'Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.',ham
'Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.',ham
'Ok lor...',ham
'Where do you need to go to get it?',ham
'Ok lor wat time ü finish?',ham
'Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.',ham
'Hey r ü still online? Ive finished the formatting...',ham
'Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!',ham
'I am going to sao mu today. Will be done only at 12',ham
'Howz pain.it will come down today.do as i said ystrday.ice and medicine.',ham
'I cant, I dont have her number!',ham
'Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.',ham
'Watching tv now. I got new job [EMOJI]',ham
'Sent me ur email id soon',ham
'I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.',ham
'Would really appreciate if you call me. Just need someone to talk to.',ham
'[EMOJI] [EMOJI]',ham
'We can make a baby in yo tho',ham
'Ok then i will come to ur home after half an hour',ham
'Haha... Really oh no... How? Then will they deduct your lesson tmr?',ham
'Thats y i said its bad dat all e gals know u... Wat u doing now?',ham
'i dnt wnt to tlk wid u',ham
'Its ok, if anybody asks abt me, u tel them..[EMOJI]',ham
'Just wanted to say holy shit you guys werent kidding about this bud',ham
'It vl bcum more difficult..',ham
'What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?',ham
'I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs',ham
'Id onluy matters when getting on from offcampus',ham
'Im wif him now buying tix lar...',ham
'Thats what I love to hear :V see you sundayish, then',ham
'Also are you bringing galileo or dobby',ham
'Just so that you know,yetunde hasnt sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldnt have imposed anything on you in the first place so for that, i apologise.',ham
'Im not smoking while people use \"wylie smokes too much\" to justify ruining my shit',ham
'Will ü b going to esplanade fr home?',ham
'Its é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)',ham
'Black shirt n blue jeans... I thk i c ü...',ham
'Take something for pain. If it moves however to any side in the next 6hrs see a doctor.',ham
'Yeah we do totes. When u wanna?',ham
'* Am on my way',ham
'\"Response\" is one of d powerful weapon 2 occupy a place in others HEART... So, always give response 2 who cares 4 U\"... Gud night..swt dreams..take care',ham
'Hi [EMOJI]finally i completed the course[EMOJI]',ham
'Ok i shall talk to him',ham
'Hope you are having a good week. Just checking in',ham
'Theyre doing it to lots of places. Only hospitals and medical places are safe.',ham
'Change again... Its e one next to escalator...',ham
'What he said is not the matter. My mind saying some other matter is there.',ham
'Holy living christ what is taking you so long',ham
'R u in this continent?',ham
'Lol yes. Our friendship is hanging on a thread cause u wont buy stuff.',ham
'Noice. Text me when youre here',ham
'Same to u...',ham
'Alright. Im out--have a good night!',ham
'Thats cool. i liked your photos. You are very sexy!',ham
'Ive reached sch already...',ham
'Please tell me not all of my car keys are in your purse',ham
'Yes..he is really great..bhaji told kallis best cricketer after sachin in world[EMOJI].very tough to get out.',ham
'I am going to sleep. I am tired of travel.',ham
'Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.',ham
'Ill text now! All creepy like so he wont think that we forgot',ham
'Stop the story. Ive told him ive returned it and hes saying i should not re order it.',ham
'Prepare to be pounded every night...',ham
'Ok c ü then.',ham
'Designation is software developer and may be she get chennai[EMOJI]',ham
'Sorry, Ill call later',ham
'Good Morning my Dear........... Have a great &amp; successful day.',ham
'Lol no. I just need to cash in my nitros. Hurry come on before I crash out!',ham
'Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...',ham
'Hey tmr maybe can meet you at yck',ham
'Its like that hotel dusk game i think. You solve puzzles in a area thing',ham
'not that I know of, most people up here are still out of town',ham
'How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.',ham
'MMM ... Fuck .... Merry Christmas to me',ham
'Ü v ma fan...',ham
'THANX 4 PUTTIN DA FONE DOWN ON ME!!',ham
'I re-met alex nichols from middle school and it turns out hes dealing!',ham
'5 nights...We nt staying at port step liao...Too ex',ham
'I tagged MY friends that you seemed to count as YOUR friends.',ham
'Just normal only here [EMOJI]',ham
'One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off[EMOJI] frndsship never lets u dwn [EMOJI] GUD nyt..',ham
'Therere some people by mu, Im at the table by lambda',ham
'… and don‘t worry we‘ll have finished by march … ish!',ham
'Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.',ham
'That means get the door',ham
'Babe? You said 2 hours and its been almost 4 ... Is your internet down ?',ham
'Many more happy returns of the day. I wish you happy birthday.',ham
'Mmm so yummy babe ... Nice jolt to the suzy',ham
'Im done. Im sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If im not around when you move it, just lock all the locks and leave the key with jenne.',ham
'What your plan for pongal?',ham
'I wont do anything de.',ham
'Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that theyre casting on the look.',ham
'Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today',ham
'Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.',ham
'Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!',ham
'Correct. So how was work today',ham
'When are you going to ride your bike?',ham
'Beautiful Truth against Gravity.. Read carefully: \"Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\" GOODMORNING',ham
'Yeah theres barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later',ham
'Ya srsly better than yi tho',ham
'And of course you should make a stink!',ham
'Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing',ham
'here is my new address -apples&pairs&all that malarky',ham
'Aight, you close by or still down around alexs place?',ham
'Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!',ham
'Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea',ham
'You can never do NOTHING',ham
'Shhhhh nobody is supposed to know!',ham
'You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.',ham
'Actually I decided I was too hungry so I havent left yet :V',ham
'Sorry, Ill call later',ham
'Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning',ham
'Where are you call me.',ham
'She.s find. I sent you an offline message to know how anjolas now.',ham
'Trust me. Even if isnt there, its there.',ham
'And miss vday the parachute and double coins??? U must not know me very well...',ham
'Pls call me da. What happen.',ham
'Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?',ham
'Let me know if you need anything else. Salad or desert or something... How many beers shall i get?',ham
'Ok how you dear. Did you call chechi',ham
'Nokia phone is lovly..',ham
'You flippin your shit yet?',ham
'Have you been practising your curtsey?',ham
'Huh y lei...',ham
'Sorry, Ill call later',ham
'Dear where you. Call me',ham
'Fuuuuck I need to stop sleepin, sup',ham
'Ffffffffff. Alright no way I can meet up with you sooner?',ham
'Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\"if it is made by my students,this wont even start........ Datz confidence..',ham
'My sister got placed in birla soft da[EMOJI]',ham
'K..u also dont msg or reply to his msg..',ham
'I.ll get there tomorrow and send it to you',ham
'Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.',ham
'(I should add that I dont really care and if you cant I can at least get this dude to fuck off but hey, your money if you want it)',ham
'Cant. I feel nauseous. Im so pissed. I didnt eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now Im not hungry :/',ham
'Will it help if we propose going back again tomorrow',ham
